Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
A0A0B2PFF0	A0A0B2PFF0_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_030315	Glycine soja (Wild soybean)	483	
A0A0B2NV38	A0A0B2NV38_GLYSO	unreviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	glysoja_038547	Glycine soja (Wild soybean)	586	
A0A0B2PHF1	A0A0B2PHF1_GLYSO	unreviewed	Putative beta-D-xylosidase 2 (EC 3.2.1.21)	glysoja_024554	Glycine soja (Wild soybean)	749	
A0A0B2S4I0	A0A0B2S4I0_GLYSO	unreviewed	Beta-xylosidase/alpha-L-arabinofuranosidase 2 (EC 3.2.1.21)	glysoja_028009	Glycine soja (Wild soybean)	648	
Q9ZU04	Q9ZU04_SOYBN	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Glycine max (Soybean) (Glycine hispida)	206	
A0A0B4PJM3	A0A0B4PJM3_SOYBN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BGL	Glycine max (Soybean) (Glycine hispida)	627	
Q6V8P8	Q6V8P8_MALDO	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Malus domestica (Apple) (Pyrus malus)	34	
G6ETQ9	G6ETQ9_LACDE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	LDBUL1632_00605 LDBUL1632_00606	Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1632	41	
A0A0G7TKZ6	A0A0G7TKZ6_9STRE	unreviewed	Glycosyl hydrolase family protein (EC 3.2.1.21)	nag3 ERS044231_01325 ERS044232_01311 ERS044233_01292 ERS044234_01406 ERS044235_01308 ERS044236_01471 ERS044237_01306 ERS044238_01323 ERS044239_01372 ERS044240_01251 ERS044241_01294 ERS044242_01351 ERS044243_01358 ERS044244_01062 ERS044245_01295 ERS044246_01241 ERS044247_01251 ERS044248_01250 ERS044266_01362 ERS044267_01391 ERS044274_01328 ERS044275_01366 ERS044276_01373 ERS044277_01323 ERS044278_01357 ERS044301_01282 ERS044302_01363 ERS044303_01251 ERS044304_01320 ERS044305_01347 ERS044307_01365 ERS044308_00725 ERS044313_01301 ERS044318_01356 ERS044319_01409 ERS044320_01308 ERS044321_01305 ERS044322_01372 ERS044323_01275 ERS044327_00381 ERS044328_01268 ERS044331_00514 ERS044332_01293 ERS044338_01380 ERS044341_01360 ERS044343_01378 ERS044344_01454 ERS044346_01376 ERS044348_01428 ERS044351_01416 ERS044352_01362 ERS044353_01348 ERS044355_01428 ERS044358_01309 ERS044360_03519 ERS044361_01294 ERS044362_01310 ERS044363_00010 ERS044364_01474 ERS044365_01309 ERS044368_01276 ERS044369_01437 ERS044370_01163 ERS044371_01320 ERS044372_01424 ERS044373_01229 ERS044374_00951 ERS044375_01358 ERS044376_01352 ERS044377_01316 ERS044378_00248 ERS044379_01311 ERS044380_00970 ERS044381_01289 ERS044404_01420 ERS044405_00983 ERS044407_01339 ERS044408_01285 ERS044409_01353 ERS044410_01362 ERS044411_01400 ERS044412_01413 ERS044413_01282 ERS044418_00135 ERS044419_01321 ERS044420_01306 ERS044421_00987 ERS044422_01120 ERS044424_01338 ERS044425_01356 ERS044426_01311 ERS044427_01250 ERS044429_01342 ERS044431_01300 ERS044432_01292 ERS044433_01227 ERS044434_00150 ERS044435_01346 ERS044436_01298 ERS044437_01274 ERS044438_01463 ERS044439_01261 ERS044440_01258 ERS044441_01263 ERS044445_01351 ERS044448_01325 ERS044449_01245 ERS044450_01280	Streptococcus equi subsp. equi	596	
A0A0G7CI40	A0A0G7CI40_9STRE	unreviewed	Glycosyl hydrolase family protein (EC 3.2.1.21)	nag3 ERS003416_01404 ERS044215_01335 ERS044216_01285 ERS044217_01371 ERS044218_01722 ERS044219_01242 ERS044220_00116 ERS044221_01452 ERS044222_01368 ERS044223_01447 ERS044224_01570 ERS044225_01389 ERS044226_01403 ERS044227_01439 ERS044228_01452 ERS044229_01515 ERS044230_01407 ERS044249_01288 ERS044250_01236 ERS044251_01166 ERS044252_01325 ERS044253_01240 ERS044254_01265 ERS044255_01196 ERS044256_01331 ERS044257_01246 ERS044258_01249 ERS044259_01293 ERS044260_01314 ERS044261_01400 ERS044262_01259 ERS044263_01336 ERS044265_01229 ERS044268_01393 ERS044271_01318 ERS044272_01288 ERS044273_01425 ERS044280_01459 ERS044281_01482 ERS044282_01447 ERS044283_01537 ERS044284_01448 ERS044285_01503 ERS044287_01493 ERS044288_01383 ERS044289_01450 ERS044290_01472 ERS044291_01532 ERS044292_01391 ERS044293_01417 ERS044294_01428 ERS044295_01445 ERS044296_01376 ERS044297_01425 ERS044298_01381 ERS044299_01252 ERS044300_01312 ERS044309_01281 ERS044310_01288 ERS044311_01317 ERS044312_00723 ERS044316_01350 ERS044324_01341 ERS044325_01260 ERS044326_00467 ERS044330_01294 ERS044333_00486 ERS044334_01298 ERS044335_01381 ERS044336_01234 ERS044337_01283 ERS044339_01365 ERS044340_01410 ERS044342_01289 ERS044345_01354 ERS044347_01320 ERS044349_01408 ERS044350_01284 ERS044354_01406 ERS044356_01185 ERS044359_01204 ERS044366_01281 ERS044367_01374 ERS044382_01348 ERS044383_00306 ERS044384_01247 ERS044385_01413 ERS044386_00774 ERS044387_01374 ERS044388_00401 ERS044389_01398 ERS044390_01292 ERS044391_01321 ERS044392_01271 ERS044393_01344 ERS044394_01314 ERS044395_01381 ERS044396_01473 ERS044397_01300 ERS044398_01271 ERS044399_01309 ERS044400_01429 ERS044401_01359 ERS044416_01492 ERS044428_00340 ERS044430_01306 ERS044442_01385 ERS044443_01072 ERS044444_01355 ERS044446_01312 ERS044447_01327 ERS044451_01258 ERS044452_01338 ERS044453_01340	Streptococcus equi subsp. equi	596	
A0A0G7NKP5	A0A0G7NKP5_9STRE	unreviewed	Glycosyl hydrolase family protein (EC 3.2.1.21)	nag3 ERS044414_01289 ERS044415_01296	Streptococcus equi subsp. equi	596	
A0A061BKN6	A0A061BKN6_LACDE	unreviewed	Putative beta-glucosidase (EC 3.2.1.21)	LBVIB27_00035 LBVIB44_00040	Lactobacillus delbrueckii subsp. bulgaricus	54	
A0A045GLB0	A0A045GLB0_MYCTX	unreviewed	Beta-glucosidase (Beta-glucosidase bglS) (EC 3.2.1.21)	bglB ABI38_00330 BN1213_00102 BN1303_03368 ERS024750_01962 ERS024751_02311 ERS024758_01132 ERS024764_02870 ERS094182_00099 ERS124362_00859 ERS124821_00096 ERS124823_00371 ERS124824_00403 ERS124825_00097 ERS124827_00099 ERS124828_00259 ERS124829_00337 ERS124830_00340 ERS124831_00096 IQ48_20990 IU12_22110 IU13_21110 IU15_21615	Mycobacterium tuberculosis	691	
A0A098IZ85	A0A098IZ85_XANCI	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	XAC3615_12650001 XACJK48_8520001 XACLE3_8080001	Xanthomonas citri pv. citri	178	
A0A0C8H0E3	A0A0C8H0E3_SALTI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglX ERS249009_00434 ERS325358_00070 ERS325388_00070 ERS325430_00070 ERS325437_00437 ERS326384_00440	Salmonella typhi	216	
A0A0E3W1W2	A0A0E3W1W2_VIBCL	unreviewed	Glucosamine-link cellobiase (EC 3.2.1.21)		Vibrio cholerae	574	
G6F452	G6F452_LACDE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	LDBUL1519_00188 LDBUL1519_01801	Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1519	41	
A0A090VVF7	A0A090VVF7_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	JCM19301_1856 JCM19302_2048 JCM19538_3245	Jejuia pallidilutea	818	
A0A0A8MJ01	A0A0A8MJ01_BIFLI	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX BLIC_a00684 BLIC_b00684 BLIC_c00690 BLIC_d00685 BLIC_e00687 BLIC_f00685 BLIC_g00686 BLIC_h00683	Bifidobacterium longum subsp. infantis	170	
A0A0B7HTJ9	A0A0B7HTJ9_9FLAO	unreviewed	Beta-glucosidase BoGH3A (EC 3.2.1.21)	CCYN49044_460004 CCYN74_30154	Capnocytophaga cynodegmi	737	
A0A090W1L3	A0A090W1L3_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	JCM19301_1873 JCM19302_2063	Jejuia pallidilutea	403	
A0A090W1N5	A0A090W1N5_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	JCM19301_1820 JCM19302_2009	Jejuia pallidilutea	702	
A0A090W1U1	A0A090W1U1_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	JCM19301_1874 JCM19302_2064	Jejuia pallidilutea	291	
A0A0G4K5C2	A0A0G4K5C2_9SPIR	unreviewed	Thermostable beta-glucosidase B (EC 3.2.1.21)	bglB BRSU_0805	Brachyspira suanatina	791	
M5EHP5	M5EHP5_9FIRM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HSACCH_02515	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	744	
A0A090ZEX2	A0A090ZEX2_PAEMA	unreviewed	Thermostable beta-glucosidase B (EC 3.2.1.21)	bglB DJ90_593	Paenibacillus macerans (Bacillus macerans)	755	
A0A087AZN5	A0A087AZN5_9BIFI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BCUN_2100	Bifidobacterium cuniculi	708	
A0A087BJ80	A0A087BJ80_9BIFI	unreviewed	Beta-D-glucosideglucohydrolase (EC 3.2.1.21)	BMERY_1260	Bifidobacterium merycicum	777	
A0A087AYM2	A0A087AYM2_9BIFI	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	BCUN_1484	Bifidobacterium cuniculi	772	
H8FXH7	H8FXH7_PHAMO	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX PHAMO_570060	Phaeospirillum molischianum DSM 120	743	
D5PAQ2	D5PAQ2_9MYCO	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	bglB HMPREF0591_3246	Mycobacterium parascrofulaceum ATCC BAA-614	709	
B8KHY4	B8KHY4_9GAMM	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX NOR53_2235	gamma proteobacterium NOR5-3	740	
A0A0A3EQ48	A0A0A3EQ48_9VIBR	unreviewed	Glucosamine-link cellobiase (EC 3.2.1.21)	OA39_03855	Vibrio campbellii	579	
F0ICT5	F0ICT5_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF9071_0325	Capnocytophaga sp. oral taxon 338 str. F0234	770	
W1GI08	W1GI08_KLEPN	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae ISC21	267	
W1H7R0	W1H7R0_KLEPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae ISC21	48	
W1H3V9	W1H3V9_KLEPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae ISC21	49	
W1H3Q1	W1H3Q1_KLEPN	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae ISC21	45	
W1GK30	W1GK30_KLEPN	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae ISC21	62	
H9A550	H9A550_9MICO	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Microbacterium sp. RBE1	61	
F0HVY0	F0HVY0_LACDL	unreviewed	Family 1 glycosyl hydrolase (EC 3.2.1.21)	ypcA HMPREF5505_1077	Lactobacillus delbrueckii subsp. lactis DSM 20072	41	
W1FVC4	W1FVC4_ECOLX	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)		Escherichia coli ISC11	81	
A6AME2	A6AME2_VIBCY	unreviewed	Periplasmic beta-glucosidase/beta-xylosidase (EC 3.2.1.21) (EC 3.2.1.37)	A1Q_2975	Vibrio campbellii (strain HY01)	683	
A6AKN2	A6AKN2_VIBCY	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	A1Q_3914	Vibrio campbellii (strain HY01)	718	
B5IM41	B5IM41_9CHRO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CPCC7001_2400	Cyanobium sp. PCC 7001	742	
M7NXC5	M7NXC5_9BACT	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX_2 ADICEAN_01743	Cesiribacter andamanensis AMV16	153	
M7N7C1	M7N7C1_9BACT	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX_1 ADICEAN_01708	Cesiribacter andamanensis AMV16	796	
K6W3S1	K6W3S1_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GAGA_0374	Paraglaciecola agarilytica NO2	856	
W1HYF7	W1HYF7_KLEPN	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae IS39	285	
V3UYS6	V3UYS6_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Ser39006_04117	Serratia sp. ATCC 39006	794	
K6WEI1	K6WEI1_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GAGA_4081	Paraglaciecola agarilytica NO2	733	
G7G5P7	G7G5P7_9GAMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglX P20495_3235	Pseudoalteromonas sp. BSi20495	847	
G7FY48	G7FY48_9GAMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglX P20495_0576	Pseudoalteromonas sp. BSi20495	850	
G7G6F1	G7G6F1_9GAMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglX P20495_3517	Pseudoalteromonas sp. BSi20495	850	
S7WK42	S7WK42_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	ADICYQ_3954	Cyclobacterium qasimii M12-11B	270	
S7WSI6	S7WSI6_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	ADICYQ_3948	Cyclobacterium qasimii M12-11B	254	
K6QMP1	K6QMP1_LACCA	unreviewed	Family 3 glycoside hydrolase (EC 3.2.1.-) (EC 3.2.1.21)	LCA32G_1709	Lactobacillus casei 32G	795	
S7X116	S7X116_9BACT	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	ADICYQ_1231	Cyclobacterium qasimii M12-11B	528	
F0FA51	F0FA51_9BACT	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	bglX HMPREF9141_2468	Prevotella multiformis DSM 16608	772	
A0A060V433	A0A060V433_KLESP	unreviewed	Beta-glucosidase (EC 3.2.1.21)	KQQSB11_360055	Klebsiella sp.	822	
A0A0D0TAS3	A0A0D0TAS3_PSEFL	unreviewed	BglX_2 protein (EC 3.2.1.21)	bglX_2 PFLU3_38560	Pseudomonas fluorescens	408	
L0SX89	L0SX89_XANCT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bxlB1 BN444_01685	Xanthomonas translucens pv. translucens DSM 18974	913	
A0A0B7D834	A0A0B7D834_PSEFL	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX SRM1_01309	Pseudomonas fluorescens	763	
L0T512	L0T512_XANCT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bxlB3 BN444_03971	Xanthomonas translucens pv. translucens DSM 18974	909	
G0Q1U8	G0Q1U8_STRGR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SACT1_3372	Streptomyces griseus XylebKG-1	763	
L0SSH3	L0SSH3_XANCT	unreviewed	Glucan 1,4-beta-glucosidase (EC 3.2.1.21)	celD BN444_00719	Xanthomonas translucens pv. translucens DSM 18974	866	
L0SZT9	L0SZT9_XANCT	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl6 BN444_03307	Xanthomonas translucens pv. translucens DSM 18974	107	
A0A087EGG6	A0A087EGG6_9BIFI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BTHE_0857	Bifidobacterium thermophilum	773	
H9A552	H9A552_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Flavobacterium sp. RBE3	67	
C2D3T9	C2D3T9_LACBR	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	bglB HMPREF0496_2211	Lactobacillus brevis subsp. gravesensis ATCC 27305	822	
L0T4F6	L0T4F6_XANCT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglS BN444_03817	Xanthomonas translucens pv. translucens DSM 18974	690	
E6MQQ4	E6MQQ4_9BACT	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	bglB HMPREF9420_1822	Prevotella salivae DSM 15606	777	
A0A017HUP4	A0A017HUP4_9RHOB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Rumeso_00056	Rubellimicrobium mesophilum DSM 19309	42	
K6YHH3	K6YHH3_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GPLA_1269	Paraglaciecola polaris LMG 21857	731	
K8ANZ8	K8ANZ8_9ENTR	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	BN135_1066	Cronobacter muytjensii 530	376	
K7A2F8	K7A2F8_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GPLA_4234	Paraglaciecola polaris LMG 21857	861	
A0A0G4JZ59	A0A0G4JZ59_9ENTR	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	BN1221_03624	Brenneria goodwinii	768	
A0A0G4JRR8	A0A0G4JRR8_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN1221_00993	Brenneria goodwinii	733	
H0E3D4	H0E3D4_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PAI11_13020	Patulibacter medicamentivorans	840	
D1Q0S9	D1Q0S9_9BACT	unreviewed	Glycosyl hydrolase family 3 C-terminal domain protein (EC 3.2.1.21)	HMPREF0645_2814	Prevotella bergensis DSM 17361	867	
D1PXP1	D1PXP1_9BACT	unreviewed	Glycosyl hydrolase family 3 C-terminal domain protein (EC 3.2.1.21)	HMPREF0645_1726	Prevotella bergensis DSM 17361	854	
Q7M0Q7	Q7M0Q7_9THEM	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Thermotoga sp.	16	
D1PSU2	D1PSU2_9BACT	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	bglB2 HMPREF0645_0049	Prevotella bergensis DSM 17361	781	
D1PST9	D1PST9_9BACT	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	bglB HMPREF0645_0046	Prevotella bergensis DSM 17361	778	
W1F8P9	W1F8P9_ECOLX	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)		Escherichia coli ISC7	44	
K8ZD94	K8ZD94_XANCT	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl7 XTG29_03551	Xanthomonas translucens pv. graminis ART-Xtg29	913	
K8Z3I9	K8Z3I9_XANCT	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl2 XTG29_01458	Xanthomonas translucens pv. graminis ART-Xtg29	909	
K8ZHD0	K8ZHD0_XANCT	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl5 XTG29_01973	Xanthomonas translucens pv. graminis ART-Xtg29	993	
K2PH59	K2PH59_9LACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	C426_1908	Lactococcus garvieae DCC43	740	
K8Z2Y8	K8Z2Y8_XANCT	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl3 XTG29_02722	Xanthomonas translucens pv. graminis ART-Xtg29	790	
A0A015WGP7	A0A015WGP7_BACFG	unreviewed	Beta-glucosidase domain protein (EC 3.2.1.21)	bglB M067_2925	Bacteroides fragilis str. J-143-4	88	
A0A0B6X4K8	A0A0B6X4K8_9BACT	unreviewed	Beta-glucosidase-like glycosyl hydrolase (EC 3.2.1.21)	PYK22_03179	Pyrinomonas methylaliphatogenes	797	
A0A0B6WV21	A0A0B6WV21_9BACT	unreviewed	Beta-glucosidase-like glycosyl hydrolase (EC 3.2.1.21)	PYK22_01131	Pyrinomonas methylaliphatogenes	884	
K6ZVH8	K6ZVH8_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GPAL_0460	Glaciecola pallidula DSM 14239 = ACAM 615	605	
U2FDH2	U2FDH2_9BACT	unreviewed	Beta-glucosidase protein (EC 3.2.1.21)	HLPCO_002911	Haloplasma contractile SSD-17B	1011	
A0A0E9G353	A0A0E9G353_CHLTH	unreviewed	Thermostable beta-glucosidase B (EC 3.2.1.21)	bglB_2 ERS133248_02096	Chlamydia trachomatis	966	
C9P1C9	C9P1C9_VIBME	unreviewed	Glucosamine-link cellobiase (EC 3.2.1.21)	VIB_000276	Vibrio metschnikovii CIP 69.14	572	
F8N9D1	F8N9D1_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Premu_2359	Prevotella multisaccharivorax DSM 17128	862	
F8N7G1	F8N7G1_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Premu_0936	Prevotella multisaccharivorax DSM 17128	856	
A0A086ZQ11	A0A086ZQ11_9BIFI	unreviewed	Glycosyl hydrolase family, 3-N-terminal domain (EC 3.2.1.21)	BBOU_0741	Bifidobacterium boum	808	
A0A090RBK8	A0A090RBK8_9VIBR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	JCM19233_2519	Vibrio sp. C7	737	
A0A090RBP9	A0A090RBP9_9VIBR	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	JCM19233_2923	Vibrio sp. C7	226	
A0A090R552	A0A090R552_9VIBR	unreviewed	Glucosamine-link cellobiase (EC 3.2.1.21)	JCM19233_1547	Vibrio sp. C7	444	
A0A090RCR1	A0A090RCR1_9VIBR	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	JCM19233_2924	Vibrio sp. C7	613	
A0A090R8V4	A0A090R8V4_9VIBR	unreviewed	Glucosamine-link cellobiase (EC 3.2.1.21)	JCM19233_1546	Vibrio sp. C7	121	
A0A0C7DZA8	A0A0C7DZA8_XANCE	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl2-2 XCCB1459_1279	Xanthomonas campestris pv. campestris	888	
A0A0C7E8F1	A0A0C7E8F1_XANCE	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl7 XCCB1459_4196	Xanthomonas campestris pv. campestris	896	
A0A0C7E538	A0A0C7E538_XANCE	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl5 XCCB1459_2823	Xanthomonas campestris pv. campestris	752	
A0A0C7E215	A0A0C7E215_XANCE	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl3 XCCB1459_2443	Xanthomonas campestris pv. campestris	870	
A0A0C7E487	A0A0C7E487_XANCE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bgl1 XCCB1459_2978	Xanthomonas campestris pv. campestris	314	
A0A0C7E5V9	A0A0C7E5V9_XANCE	unreviewed	Exported beta-glucosidase (EC 3.2.1.21)	bgl6 XCCB1459_3140	Xanthomonas campestris pv. campestris	761	
A0A098FU50	A0A098FU50_9PSED	unreviewed	Beta-D-glucoside glucohydrolase, periplasmic (EC 3.2.1.21)	bglX PXNS11_250383	Pseudomonas xanthomarina	770	
H9A553	H9A553_9BURK	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Variovorax sp. RBE4	61	
W1GTR5	W1GTR5_ECOLX	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)		Escherichia coli ISC41	202	
I6Z109	I6Z109_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	glu308	uncultured bacterium	634	
A0A087CF35	A0A087CF35_9BIFI	unreviewed	Putative beta-glucosidase (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase) (EC 3.2.1.21)	BPULL_1554	Bifidobacterium pullorum	692	
V5R3G3	V5R3G3_9BACT	unreviewed	Beta-glucosidase 1-6 (EC 3.2.1.21) (Fragment)	bgl1-6	uncultured bacterium	700	
Q3HXC2	Q3HXC2_9BACT	unreviewed	Beta-glucosidase	umbgl3B	uncultured bacterium	854	
H9A544	H9A544_9BACT	unreviewed	Putative beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured bacterium	67	
A0A087CN13	A0A087CN13_9BIFI	unreviewed	Putative beta-glucosidase A (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase) (EC 3.2.1.21)	BPULL_0136	Bifidobacterium pullorum	902	
D5LNJ0	D5LNJ0_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)		uncultured bacterium	844	
H9A548	H9A548_9BACT	unreviewed	Putative beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured bacterium	67	
C9Q0T0	C9Q0T0_9BACT	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	HMPREF6745_2822	Prevotella sp. oral taxon 472 str. F0295	733	
A0A087CC86	A0A087CC86_9BIFI	unreviewed	Putative hydrolase (EC 3.2.1.21)	BPULL_0419	Bifidobacterium pullorum	343	
Q60055	Q60055_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)	bgl	uncultured bacterium	352	
C9PT75	C9PT75_9BACT	unreviewed	Glycosyl hydrolase family 3 N-terminal domain protein (EC 3.2.1.21)	bglX2 HMPREF6745_0147	Prevotella sp. oral taxon 472 str. F0295	761	
H9A547	H9A547_9BACT	unreviewed	Putative beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured bacterium	67	
H9A540	H9A540_9BACT	unreviewed	Putative beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured bacterium	54	
A0A087CIA4	A0A087CIA4_9BIFI	unreviewed	Putative beta-glucosidase (EC 3.2.1.21)	BPULL_1130	Bifidobacterium pullorum	969	
A0A087CL56	A0A087CL56_9BIFI	unreviewed	Beta-D-glucosideglucohydrolase (EC 3.2.1.21)	BPULL_2153	Bifidobacterium pullorum	777	
H9A542	H9A542_9BACT	unreviewed	Putative beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured bacterium	67	
W6CGK7	W6CGK7_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)		uncultured bacterium	750	
H9A543	H9A543_9BACT	unreviewed	Putative beta-glucosidase (EC 3.2.1.21) (Fragment)		uncultured bacterium	67	
A0A087CZB9	A0A087CZB9_9BIFI	unreviewed	Glycosyl hydrolase, family 3 (EC 3.2.1.21)	BSAE_0377	Bifidobacterium saeculare DSM 6531 = LMG 14934	1040	
A0A087CX40	A0A087CX40_9BIFI	unreviewed	Putative beta-glucosidase A (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase) (EC 3.2.1.21)	BSAE_1021	Bifidobacterium saeculare DSM 6531 = LMG 14934	952	
A0A087D0E1	A0A087D0E1_9BIFI	unreviewed	Glycosyl hydrolase family 3 N terminal domain-containing protein (EC 3.2.1.21)	BSAE_0446	Bifidobacterium saeculare DSM 6531 = LMG 14934	757	
A0A087CQH2	A0A087CQH2_9BIFI	unreviewed	Putative beta-glucosidase (EC 3.2.1.21)	BSAE_1375	Bifidobacterium saeculare DSM 6531 = LMG 14934	969	
A0A087D0R7	A0A087D0R7_9BIFI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BSAE_0581	Bifidobacterium saeculare DSM 6531 = LMG 14934	777	
A0A0E9BY64	A0A0E9BY64_PANAN	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX BN1184_AZ_00320	Pantoea ananas (Erwinia uredovora)	791	
